vf,c44,e15,q15,μ11,ϵ11,α11,ρ,c55e,e15e,q15e,ϵ11e,μ11e,α11e,ρe,c55f,e15f,q15f,ϵ11f,μ11f,α11f,ρf
0.4499999999999999,194335543567.81985,0.1925447384308052,0.0013088917794244,0.0018834739851147,2.9266180562618335e-10,7.533604704470577e-10,6260.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.4999999999999999,175833066767.83554,0.2262274762974427,0.0013523601273893,0.0016602149430268,3.3065887084796405e-10,6.640518436549585e-10,6400.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.5499999999999999,158291620113.55536,0.2662838945241642,0.0013887166972415,0.0014496207219728,3.769679276168228e-10,5.79808204282899e-10,6540.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.6,141651344614.23297,0.3151222907817831,0.0014181246822074,0.0012509154681387,4.346233147247285e-10,5.00318853945659e-10,6680.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.65,125854106889.26036,0.3764672245826722,0.0014406269485036,0.0010633463558388,5.083264569729545e-10,4.2528211056259613e-10,6820.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.7000000000000001,110842332288.56313,0.4564128655272492,0.0014560002682437,0.000886185509006,6.057793224555972e-10,3.5440592096901545e-10,6960.000000000001,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.7500000000000001,96557161547.15654,0.5656774306589938,0.0014634746171923,0.0007187336154426,7.405385300660234e-10,2.874089727538861e-10,7100.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.8000000000000002,82934200671.8385,0.7250331574794856,0.001461085972932,0.0005603234349572,9.388897185013026e-10,2.2402129337050842e-10,7240.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.8500000000000002,69891393949.06683,0.980732740986856,0.0014438638318316,0.0004103224851108,1.2593774681671404e-09,1.6398303986586595e-10,7380.000000000001,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.9000000000000002,57284515576.38205,1.4609082952356895,0.0013972290276552,0.0002681347111103,1.864206535583559e-09,1.0703681445652572e-10,7520.000000000001,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.9500000000000004,44650328486.1751,2.7007446237627986,0.0012589532228348,0.0001332011877556,3.4309120168575603e-09,5.2879788891577776e-11,7660.0,25000000000.0,13.5,0.0,1.71e-08,5e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.05,45621850513.9026,0.0002468397611572,494.00681040783934,0.0001413078904387,9.860076470357468e-11,-2.3210581446055848e-14,5425.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.1,44063944171.34375,0.0004348293215253,447.83826426338214,0.0001282614501139,1.0969167774418423e-10,-3.377027136930032e-14,5550.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.15,42576527145.547745,0.0006281652910552,407.4181808389165,0.0001168321333385,1.2133437950495332e-10,-4.243394249705351e-14,5675.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.2,41144631390.41526,0.0008352192908247,370.2946718872156,0.0001063310811439,1.3411259210204068e-10,-5.0081250535502904e-14,5800.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.25,39760748933.87131,0.0010617644840968,335.6497651840213,9.6528335398e-05,1.4843880374125776e-10,-5.699380200863403e-14,5925.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.3,38420294499.019104,0.0013136605398134,303.11336343175697,8.73197797437e-05,1.6473955541160706e-10,-6.329339494656886e-14,6050.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.35,37120114437.836365,0.0015978659730391,272.4774438964867,7.86468588565e-05,1.8352663138257123e-10,-6.904574768153246e-14,6175.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.3999999999999999,35857847269.01773,0.0019232778349537,243.60015183642085,7.04696302674e-05,2.054579579022253e-10,-7.429464881347175e-14,6300.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.4499999999999999,34631605073.117615,0.0023017949998681,216.3683052465641,6.27562247585e-05,2.3141604846096016e-10,-7.907497963917213e-14,6425.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.4999999999999999,33439798690.32673,0.0027499181992931,190.68175107109084,5.54784465522e-05,2.6262680623261847e-10,-8.341794102883906e-14,6550.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.5499999999999999,32281035370.251205,0.0032913657348957,166.44684025953933,4.8609936435e-05,3.0085416435986756e-10,-8.735307928547121e-14,6675.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.6,31154056130.48595,0.0039616217721666,143.57391525119766,4.21254630749e-05,3.4873878110484056e-10,-9.090892835186899e-14,6800.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.65,30057696254.424217,0.0048163638453806,121.97657091639044,3.60007133229e-05,4.104257589205432e-10,-9.411304233326837e-14,6925.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.7000000000000001,28990859847.8861,0.0059483014372138,101.57165616469752,3.02122911744e-05,4.928189581604563e-10,-9.699173925878391e-14,7050.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.7500000000000001,27952503073.293182,0.0075241985138262,82.27953172740686,2.47377891398e-05,6.083388909904084e-10,-9.95696234920614e-14,7175.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.8000000000000002,26941622414.516266,0.0098773750497506,64.02436161849916,1.95558694053e-05,7.81813422022236e-10,-1.0186867098423417e-13,7300.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.8500000000000002,25957244235.864098,0.0137849910527498,46.734344188661694,1.4646328268e-05,1.0711334789220774e-09,-1.0390585262884797e-13,7425.000000000001,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.9000000000000002,24998405671.06987,0.0215757271922816,30.341851638589965,9.99013503094822e-06,1.6497675061198627e-09,-1.0568405009532811e-13,7550.000000000001,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.9500000000000004,24064048224.26608,0.0448604106227749,14.783476746919868,5.56944495932544e-06,3.382639019025735e-09,-1.0712914256717893e-13,7675.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,45300000000.0,0,550.0,8.000000000000001e-11,0.000157,0.0,5300
0.05,18895232652.39674,2.2620164323576666,434.6008092101176,1.04913546737e-05,0.3770007741944873,-8.35680164531115e-09,9158.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.1,17403619236.934692,3.6844831684099937,329.7315615675396,8.14240366177068e-06,0.2782796213615952,-1.1377253996959686e-08,9087.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.15,18117283353.545555,5.1290169378505235,284.5473228941952,7.211066333307293e-06,0.2339792540450109,-1.3825751778875896e-08,9015.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.2,19624482957.41991,6.664393511869282,256.7564549290938,6.7018301452770275e-06,0.2056905887332888,-1.6008519578585657e-08,8944.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.25,21665018515.39109,8.33955191866813,236.8876163184891,6.395078368644622e-06,0.184772484143922,-1.8019684466960933e-08,8872.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.3,24201239686.886375,10.205599497359415,221.5064695330367,6.2145523586232646e-06,0.168078286326573,-1.9902054003566633e-08,8801.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.35,27283864288.66465,12.32561140947024,209.05267214778883,6.1296423631150205e-06,0.154164653877857,-2.1683984609176506e-08,8729.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.3999999999999999,31027533458.89637,14.783989112726156,198.72808914706945,6.129970966831436e-06,0.1422746934170172,-2.339207449588158e-08,8658.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.4499999999999999,35619308438.093834,17.699688464083284,190.1104375689899,6.217572070227668e-06,0.131981536681355,-2.5057559772364273e-08,8586.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.4999999999999999,41350541013.72457,21.248144521873748,183.00212954666387,6.405530249384573e-06,0.1230442091784028,-2.6721862268525377e-08,8515.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.5499999999999999,48682653541.773346,25.70096477789673,177.37917137372602,6.72079504527828e-06,0.1153495915073525,-2.844451858195232e-08,8443.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.6,58380201082.63219,31.503728314579327,173.40528626540652,7.212406005611667e-06,0.1089024262515952,-3.0317910718339875e-08,8372.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.65,71799378348.34698,39.4432839599743,171.52832335509987,7.970744192717917e-06,0.1038633888996432,-3.2498735421995894e-08,8300.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.7000000000000001,91589433387.2385,51.05359076504084,172.75734284003977,9.175256370534966e-06,0.1006800761856292,-3.5284427834081755e-08,8229.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.7500000000000001,123707913821.18532,69.78104646282081,179.4925122652203,1.12323007614e-05,0.1004935128480978,-3.9332837533098545e-08,8157.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.8000000000000002,184920491555.65823,105.32033746202887,198.66040752910803,1.52891546871e-05,0.1066927425473688,-4.6479911279067026e-08,8086.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.8500000000000002,347684376654.62427,199.55665293814013,260.7688870240703,2.63164217536e-05,0.1344808358634269,-6.463251772601297e-08,8014.5,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.9000000000000002,2159086849532.3464,1245.5662200558,1076.3587825147583,0.0001517198273082,0.562108034880404,-2.622377719365352e-07,7943.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.9500000000000004,-559269049457.0759,-324.8364323907855,-114.58048075442422,-3.57605458997e-05,-0.0509761155137993,3.3683585676075244e-08,7871.499999999999,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,5990000000.0,0,167.66,0.1504,3.97e-06,0.0,9230
0.05,41510007123.41231,0.0003762450215952,4.184492179266036e-06,0.0010816820722511,1.5641806074576899e-10,8.58477789287551e-10,5330.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.1,40119171270.1607,0.0006627353485272,5.351132058876393e-06,0.0009811248641483,1.734569800428088e-10,7.786704512393663e-10,5460.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.15,38786245930.43255,0.0009574270682986,6.3038391307714615e-06,0.0008928892886794,1.9128595152184247e-10,7.086421872561487e-10,5590.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.2,37499845749.4299,0.0012730897705318,7.142111603344774e-06,0.0008117260727589,2.1082097167757135e-10,6.442269059924881e-10,5720.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.25,36254422941.812035,0.00161853018015,7.897580191996957e-06,0.0007359063930172,2.327008985721343e-10,5.840525245169862e-10,5850.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.3,35046647444.11406,0.0020026883318534,8.583832051628555e-06,0.0006646579755375,2.575813806246773e-10,5.275061262212588e-10,5980.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.35,33874224951.426323,0.0024361816389779,9.208168696738349e-06,0.0005975498465382,2.862462190657104e-10,4.742456675196651e-10,6110.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.3999999999999999,32735401868.493515,0.0029325856732231,9.775462212447528e-06,0.0005342871781869,3.197012427064617e-10,4.240371569412383e-10,6240.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.4499999999999999,31628728110.668262,0.003510056049148,1.02896161976e-05,0.0004746319646391,3.592943894280595e-10,3.7669169946494447e-10,6370.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.4999999999999999,30552933782.01119,0.0041937689426606,1.0754144808e-05,0.0004183705774901,4.0689712048245806e-10,3.3203974667756946e-10,6500.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.5499999999999999,29506861690.325096,0.0050199104774037,1.1172390633e-05,0.0003653007408248,4.652013836546473e-10,2.899207591869998e-10,6630.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.6,28489429239.713608,0.006042612792586,1.15475865286e-05,0.0003152269385136,5.382361674499432e-10,2.501795610564156e-10,6760.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.65,27499606513.00531,0.0073468039048722,1.1882847378e-05,0.0002679594573475,6.323246275970394e-10,2.1266557934650088e-10,6890.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.7000000000000001,26536403477.984673,0.0090738774476749,1.21811244734e-05,0.0002233148713452,7.579962025059438e-10,1.7723322640576867e-10,7020.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.7500000000000001,25598862195.60091,0.0114781178193344,1.24451211851e-05,0.000181116952608,9.34189733950679e-10,1.4374261819934583e-10,7150.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.8000000000000002,24686051069.988052,0.0150676306654674,1.26771192439e-05,0.000141197555415,1.1987514495728455e-09,1.1206026455088437e-10,7280.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.8500000000000002,23797057173.598015,0.0210265815563435,1.28785043747e-05,0.0001033972930589,1.639887763838221e-09,8.205957209738794e-11,7410.000000000001,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.9000000000000002,22930962671.02329,0.0329004754510642,1.30479237572e-05,6.75659586764e-05,2.521702732567915e-09,5.3621041711482096e-11,7540.000000000001,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.9500000000000004,22086686853.051125,0.0683347248283019,1.3168512016e-05,3.35627021476e-05,5.158610888824651e-09,2.663145763993941e-11,7670.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,43000000000.0,0,1.5e-06,1.33e-10,0.00126,1e-09,5200
0.05,31631269734.115337,0.0002642106322038,1.6338058435636594e-06,0.0038614243297721,1.176108155743178e-10,8.580942858466846e-10,5520.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.1,30984322493.36599,0.0004630992941295,1.886413739063493e-06,0.0035021441743586,1.3042321017579956e-10,7.78254244989768e-10,5640.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.15,30352644920.384247,0.0006693301626275,2.096804601932005e-06,0.0031868624739495,1.4382980690794155e-10,7.081916386929164e-10,5760.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.2,29734302021.743874,0.0008922307310557,2.283760682673128e-06,0.0028968396847878,1.5851942496708815e-10,6.437421235632973e-10,5880.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.25,29128293202.090233,0.0011382923675453,2.453399816924552e-06,0.0026259069099129,1.7497251229966915e-10,5.835348334219008e-10,6000.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.3,28533983424.084793,0.0014141611218905,2.608419405846212e-06,0.0023713096360916,1.9368217111016822e-10,5.269576540481557e-10,6120.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.35,27950912932.22786,0.0017277699723636,2.7503047168798304e-06,0.0021315108725495,2.1523791043596355e-10,4.736690317468005e-10,6240.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.3999999999999999,27378715690.927097,0.002089290155708,2.880061667743048e-06,0.001905458811219,2.4039625876223697e-10,4.2343523115414736e-10,6360.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.4499999999999999,26817079339.417866,0.0025123455446894,2.9984982584187964e-06,0.001692303808049,2.7017109977125225e-10,3.7606744216655104e-10,6480.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.4999999999999999,26265723801.278847,0.0030158458021906,3.1063382822650565e-06,0.0014912827334472,3.0597015890533577e-10,3.3139607999621035e-10,6600.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.5499999999999999,25724389208.74819,0.0036269863990085,3.204265588971108e-06,0.0013016726302357,3.4981843917533347e-10,2.8926048687080873e-10,6720.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.6,25192828820.38172,0.0043864668523058,3.292937862291608e-06,0.001122774446077,4.0474690907351864e-10,2.495053168984834e-10,6840.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.65,24670804730.306667,0.0053581601951549,3.372986325895213e-06,0.0009539097172821,4.755127741056886e-10,2.1197979891697404e-10,6960.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.7000000000000001,24158085129.087826,0.00664843240409,3.445007580762565e-06,0.0007944223723238,5.700385845290671e-10,1.7653813683585086e-10,7080.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.7500000000000001,23654442271.344173,0.0084486159481141,3.509547036258429e-06,0.0006436820371365,7.025761102248856e-10,1.4304024318405053e-10,7200.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.8000000000000002,23159650215.14736,0.0111411172160669,3.567063182783643e-06,0.0005010872281717,9.016103421763853e-10,1.1135244626997632e-10,7320.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.8500000000000002,22673480104.51544,0.0156174244167309,3.617828154751568e-06,0.0003660677926636,1.2335480847765582e-09,8.134802524723936e-11,7440.000000000001,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.9000000000000002,22195682911.870304,0.0245480551917032,3.6615393109999064e-06,0.0002380864253062,1.8973170925132533e-09,5.2907518338374705e-11,7560.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.9500000000000004,21725870479.847466,0.051239060009176,3.6946208197581648e-06,0.0001166393070606,3.884092165847754e-09,2.5918663834874617e-11,7680.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,32300000000.0,0,1.1e-06,1e-10,0.0045,1e-09,5400
0.05,385218614705.66534,0.0004364789267582,4.671039817908342e-06,0.0042903967198828,1.293706654364405e-10,1.7161586687833702e-09,5140.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.1,351744568379.37994,0.0007386378096356,4.99144863203114e-06,0.0038911902497417,1.4346380927397342e-10,1.5564760681859347e-09,5280.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.15,322331272710.3795,0.0010358645183327,5.2603365613159494e-06,0.0035408705952715,1.582105174470105e-10,1.4163481940879774e-09,5420.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.2,295278118012.3072,0.0013440693383269,5.508852207057982e-06,0.0032186164065515,1.743684525987336e-10,1.2874465058547666e-09,5560.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.25,269998253084.02448,0.0016723267298284,5.738629301150107e-06,0.0029175735966948,1.9246607002983248e-10,1.1670293683591584e-09,5700.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.3,246220454079.6681,0.0020288326060971,5.947465780925295e-06,0.0026346817539449,2.1304573500899908e-10,1.0538726165642084e-09,5840.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.35,223790923038.02777,0.0024228098661992,6.133346717426859e-06,0.0023682332071477,2.3675584285312966e-10,9.47293181632213e-10,5980.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.3999999999999999,202605369047.81985,0.0028657801519517,6.29519607006792e-06,0.0021170593309697,2.644284823617286e-10,8.46823612959393e-10,6120.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.4499999999999999,182581855273.96365,0.0033729891632814,6.432877987576421e-06,0.001880216093127,2.9717878836641196e-10,7.520862970094432e-10,6260.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.4999999999999999,163649120011.43323,0.0039654610463619,6.547010421690173e-06,0.0016568555646797,3.36555047991328e-10,6.627420613472187e-10,6400.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.5499999999999999,145741464295.4779,0.0046733141902616,6.638751112985885e-06,0.0014461744365283,3.847844271933141e-10,5.784695811020954e-10,6540.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.6,128796597401.20271,0.0055415064870944,6.709605166527341e-06,0.0012473959501996,4.4520042511086687e-10,4.989581510477528e-10,6680.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
0.65,112754838985.87167,0.0066404706925662,6.761266261760338e-06,0.0010597662175844,5.2303495999865e-10,4.2390621306275855e-10,6820.0,21100000000.0,12.3,0.0,9.163e-07,1.256e-06,0,7800,437500000000.0,0,1.8e-06,1.1e-10,0.005,2e-09,5000
